video_id,publishedAt,channelId,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description,type
2J9lJ3jX5a8,2019-07-17T18:00:00.000Z,UCpko_-a4wgz2u_DgDgd9fqA,buzzfeed|buzzfeedvideo|buzzfeed video|chefs answer|chefs react|chefs answer commonly googled questions|commonly googled questions|answer questions|ama|chef ama|restaurants|cooking questions|commonly googled cooking questions|food questions|questions|googled questions|google|most googled questions|people try|search engine|chefs|cook|cooking|restaurant,201483,4790,115,301,https://i.ytimg.com/vi/2J9lJ3jX5a8/default.jpg,FALSE,FALSE,"Don't believe everything that you see on the internetCredits: https://www.buzzfeed.com/bfmp/videos/85196Check out more awesome videos at BuzzFeedVideo!https://bit.ly/YTbuzzfeedvideoGET MORE BUZZFEED:https://www.buzzfeed.comhttps://www.buzzfeed.com/videoshttps://www.youtube.com/buzzfeedvideohttps://www.youtube.com/asishttps://www.youtube.com/buzzfeedmultiplayerhttps://www.youtube.com/buzzfeedviolethttps://www.youtube.com/perolikehttps://www.youtube.com/ladylikeSUBSCRIBE TO BUZZFEED NEWSLETTERS:https://www.buzzfeed.com/newslettersBuzzFeedVideoBuzzFeed’s flagship channel. Sometimes funny, sometimes serious, always shareable. New videos posted daily!To see behind-the-scenes & more, follow us on Instagram @buzzfeedvideo http://bit.ly/2JRRkKULove BuzzFeed? Get the merch! BUY NOW: https://goo.gl/gQKF8mMUSICLicensed via Audio NetworkSFX Provided By AudioBlocks(https://www.audioblocks.com)VIDEOin an Italian professional kitchen a chef pours salt on a dish or in the water to boil the Italian pasta concept of healthy and light food.HQuality Video/Getty ImagesWoman sprinkling flour over doughseb_ra/Getty ImagesTop View of Chefs Hands Chopping Ginger And Garlic On Wooden Board, Healthy Food Conceptaleksutkin/Getty ImagesEXTERNAL CREDITSJack Dytrychhttps://www.instagram.com/jdytrych22/+Joe Sastohttps://www.instagram.com/chef.joe.sasto/",recent_video
TdxNl_NEE7I,2017-10-06T09:29:55.000Z,UCq1IJfYBQlBMwY1YYRH02-Q,[none],11591,4,4,0,https://i.ytimg.com/vi/TdxNl_NEE7I/default.jpg,FALSE,FALSE,,recent_video
s0ioNUblv-U,2017-09-21T15:37:31.000Z,UCq1IJfYBQlBMwY1YYRH02-Q,[none],250,0,1,0,https://i.ytimg.com/vi/s0ioNUblv-U/default.jpg,FALSE,FALSE,,recent_video
B30hBE-DyWY,2019-03-10T04:45:00.000Z,UCcartHVtvAUzfajflyeT_Gg,[none],1748933,13821,2788,0,https://i.ytimg.com/vi/B30hBE-DyWY/default.jpg,TRUE,FALSE,,recent_video
6Ns0HDiuZHs,2019-07-13T00:00:00.000Z,UCpko_-a4wgz2u_DgDgd9fqA,buzzfeed|buzzfeedvideo|Bucket List|Water Sports|Mermaid|Mermaid School|Surfing|FlowRider|Planet Hollywood|Surfer|Water Skiing|Lake|BuzzFeed Jasmine|Essence Gant|ultimate bucket list|we transformed ourseleves into mermaids|mermaid transformation|transformation,90794,3269,142,221,https://i.ytimg.com/vi/6Ns0HDiuZHs/default.jpg,FALSE,FALSE,"Fun fact: I can't swim...at all. Presented by Coca-Cola.Credits: https://www.buzzfeed.com/bfmp/videos/83847Check out more awesome videos at BuzzFeedVideo!https://bit.ly/YTbuzzfeedvideoGET MORE BUZZFEED:https://www.buzzfeed.comhttps://www.buzzfeed.com/videoshttps://www.youtube.com/buzzfeedvideohttps://www.youtube.com/asishttps://www.youtube.com/buzzfeedmultiplayerhttps://www.youtube.com/buzzfeedviolethttps://www.youtube.com/perolikehttps://www.youtube.com/ladylikeSUBSCRIBE TO BUZZFEED NEWSLETTERS:https://www.buzzfeed.com/newslettersBuzzFeedVideoBuzzFeed’s flagship channel. Sometimes funny, sometimes serious, always shareable. New videos posted daily!To see behind-the-scenes & more, follow us on Instagram @buzzfeedvideo http://bit.ly/2JRRkKULove BuzzFeed? Get the merch! BUY NOW: https://goo.gl/gQKF8mMUSICLicensed via Audio NetworkVIDEO4k Aerial view from drone flying over the Colorado River from down in the Colorado River Gorge with views of the beautiful red rocks of Arizona and Nevada on each sideZach Wright/Getty ImagesAerial view of Hoover Dam and Colorado River Bridgeviafilms/Getty ImagesView from Over the Edge of the Hoover Damrevelpix/Getty ImagesAerial Lake MeadOrlowskiDesigns/Getty Images",recent_video
cHDBsJtqO5g,2017-11-23T11:14:20.000Z,UCq1IJfYBQlBMwY1YYRH02-Q,[none],24521,14,10,2,https://i.ytimg.com/vi/cHDBsJtqO5g/default.jpg,FALSE,FALSE,,recent_video
NmyNczssSOw,2019-03-09T08:22:22.000Z,UCcartHVtvAUzfajflyeT_Gg,[none],5368318,15943,3760,0,https://i.ytimg.com/vi/NmyNczssSOw/default.jpg,TRUE,FALSE,,recent_video
H9AmU8c0D_c,2019-07-06T15:00:01.000Z,UCpko_-a4wgz2u_DgDgd9fqA,buzzfeed|buzzfeedvideo|PL5vtqDuUM1Dnqiaj8uHrtqx_XXw_x1w9Z|buzzfeed video|mom in progress|world's okayest mom|hannah williams|buzzfeed hannah|wine mom|I Gave My Kids Their Dream Days|kid dream days|buzzfeed dream days|buzzfeed hannah dream days|parenting|family vlog|buzzfeed wine mom|motherhood|millennial mom|young moms|parenting advice|parenting tips|milliennial moms|parenthood|millennial moms|young mom|world's okest mom,1684035,51967,716,3803,https://i.ytimg.com/vi/H9AmU8c0D_c/default.jpg,FALSE,FALSE,"Hannah gives Jackson and Wyatt each a full day to do whatever they want with her. Whose dream day would you rather have?Follow Hannah on Instagram at http://www.instagram.com/hannahlilywilliamsMom In Progress has merch! Check it out here: https://bzfd.it/shopmominprogressShop our UK (https://bzfd.it/shopUKmominprogress) and Germany (https://bzfd.it/shopDEmominprogress) merch stores too! Credits: https://www.buzzfeed.com/bfmp/videos/83346Check out more awesome videos at BuzzFeedVideo!https://bit.ly/YTbuzzfeedvideoGET MORE BUZZFEED:https://www.buzzfeed.comhttps://www.buzzfeed.com/videoshttps://www.youtube.com/buzzfeedvideohttps://www.youtube.com/asishttps://www.youtube.com/buzzfeedmultiplayerhttps://www.youtube.com/buzzfeedviolethttps://www.youtube.com/perolikehttps://www.youtube.com/ladylikeSUBSCRIBE TO BUZZFEED NEWSLETTERS:https://www.buzzfeed.com/newslettersBuzzFeedVideoBuzzFeed’s flagship channel. Sometimes funny, sometimes serious, always shareable. New videos posted daily!To see behind-the-scenes & more, follow us on Instagram @buzzfeedvideo http://bit.ly/2JRRkKULove BuzzFeed? Get the merch! BUY NOW: https://goo.gl/gQKF8mMUSICSFX Provided By AudioBlocks(https://www.audioblocks.com)Licensed via Audio NetworkVIDEOLarge Neon Arrow Loopgschroer/Getty Images",recent_video
V16ErO3lpkU,2019-06-07T12:15:54.000Z,UCcartHVtvAUzfajflyeT_Gg,kids songs|nursery|songs for children|детские песенки|five little monkey|baby shark|five in the bad|colors song|the three little kittens|this is the way we brush our teeth|kids sing and dance with nursery rhymes,519371,5098,1700,0,https://i.ytimg.com/vi/V16ErO3lpkU/default.jpg,TRUE,FALSE,,recent_video
gisE08Ctr24,2019-07-06T00:00:03.000Z,UCpko_-a4wgz2u_DgDgd9fqA,buzzfeed|buzzfeedvideo|Bucket List|Trapeze|Circus|Trapeze School|Circus School|Cirque du Soleil|Slotzilla|Zip Line|Flying|Superhero|Superman|Iron Man|Skydiving|Indoor Skydiving|BuzzFeed Jasmine|BuzzFeed Essence|Essence Gant|We Flew Like Superman 100 Feet In the Air|ultimate bucket list|We Flew Like Superman|buzzfeed video|adrenaline|skydive|flying trapeze|thrill seeking|adventure|PL5vtqDuUM1DkW5FX-m0pMzjoZ5BI0gOpE,98582,2645,82,173,https://i.ytimg.com/vi/gisE08Ctr24/default.jpg,FALSE,FALSE,"We’ve got a defibrillator, so you’re gonna be fine. // Presented by Coca-Cola.Credits: https://www.buzzfeed.com/bfmp/videos/83846Check out more awesome videos at BuzzFeedVideo!https://bit.ly/YTbuzzfeedvideoGET MORE BUZZFEED:https://www.buzzfeed.comhttps://www.buzzfeed.com/videoshttps://www.youtube.com/buzzfeedvideohttps://www.youtube.com/asishttps://www.youtube.com/buzzfeedmultiplayerhttps://www.youtube.com/buzzfeedviolethttps://www.youtube.com/perolikehttps://www.youtube.com/ladylikeSUBSCRIBE TO BUZZFEED NEWSLETTERS:https://www.buzzfeed.com/newslettersBuzzFeedVideoBuzzFeed’s flagship channel. Sometimes funny, sometimes serious, always shareable. New videos posted daily!To see behind-the-scenes & more, follow us on Instagram @buzzfeedvideo http://bit.ly/2JRRkKULove BuzzFeed? Get the merch! BUY NOW: https://goo.gl/gQKF8mMUSICLicensed via Audio NetworkSTILLSLas Vegas Strip ExteriorsEthan Miller/Getty ImagesRock Legend Prince Dies At Age 57Ethan Miller/Getty ImagesDeep Purple In Concert At The Fremont Street ExperienceEthan Miller/Getty ImagesOneRepublic Performs At The D Las Vegas To Celebrate Grand OpeningIsaac Brekken/Getty ImagesOneRepublic Performs At The D Las Vegas To Celebrate Grand OpeningIsaac Brekken/Getty ImagesVIDEOBulbs background turquoiseArkadiusz Warguła/Getty ImagesFlying hearts animation with optional luma matte. Alpha Luma Matte included. 4k videoSerhii Brovko/Getty ImagesFamous Las Vegas neon welcome signPgiam/Getty ImagesParachutist Tandem Jumpingoneblink-cj/Getty ImagesFestival lightTODCHAMP/Getty ImagesLas Vegas, Nevada Daytime aerial view of Las Vegas Stripviafilms/Getty ImagesLas Vegas Neighborhoodsliced_bread/Getty ImagesTime lapse of Las vegaslittlestocker/Getty ImagesModern Playful Countdown from 30gschroer/Getty ImagesAerial video of Blackpool Tower from the beachPrometheanSky/Getty ImagesLas Vegas, Nevada Aerial view of Las Vegas Stripviafilms/Getty Images",recent_video
f2bbvNLF2N4,2017-10-06T09:01:41.000Z,UCq1IJfYBQlBMwY1YYRH02-Q,[none],47851,34,7,0,https://i.ytimg.com/vi/f2bbvNLF2N4/default.jpg,FALSE,FALSE,,recent_video
XZdTnQjXifQ,2019-07-11T23:00:03.000Z,UCpko_-a4wgz2u_DgDgd9fqA,buzzfeed|buzzfeedvideo,51595,1345,308,115,https://i.ytimg.com/vi/XZdTnQjXifQ/default.jpg,FALSE,FALSE,"Be honest: Which friend are you at the cottage? https://bit.ly/2KnMbuQGET MORE BUZZFEED:www.buzzfeed.com/videoteamwww.facebook.com/buzzfeedvideowww.instagram.com/buzzfeedvideowww.buzzfeed.com/videowww.youtube.com/buzzfeedvideowww.youtube.com/buzzfeedyellowwww.youtube.com/buzzfeedbluewww.youtube.com/buzzfeedvioletBUZZFEED VIDEOBuzzFeed Motion Picture’s flagship channel. Sometimes funny, sometimes serious, always shareable. New videos posted daily! Subscribe to BuzzFeedVideo today! http://bit.ly/YTbuzzfeedvideo",recent_video
bw84NjOzdbY,2019-07-07T18:00:03.000Z,UCpko_-a4wgz2u_DgDgd9fqA,buzzfeed|buzzfeedvideo|buzzfeed video|animator vs cartoonist|buzzfeed draw off|draw off|animator draws|cartoonist draw|drawing from memory|Animator Vs. Cartoonist Redrawing Classic Cartoon Characters|animator draws sailor moon|animator draws naruto|animator draws goofy|cartoonist draws sailor moon|cartoonist draws naruto|cartoonist draws goofy|cartoonists draw from memory|animators draw from memory|artists draw from memory|artist challenge|draw naruto,3433516,92417,1784,5623,https://i.ytimg.com/vi/bw84NjOzdbY/default.jpg,FALSE,FALSE,"The gang redraws Sailor Moon, Naruto, Sonic, Goofy, He-Man, and a Minion in their own styles. Who had the best redesign?Want the Draw-Off gang to draw YOUR next profile pic? Tune in to Draw-Off LIVE this Thursday July 11th at 5pm EST / 2pm PST on this channel to find out how!Credits: https://www.buzzfeed.com/bfmp/videos/82324Check out more awesome videos at BuzzFeedVideo!https://bit.ly/YTbuzzfeedvideoGET MORE BUZZFEED:https://www.buzzfeed.comhttps://www.buzzfeed.com/videoshttps://www.youtube.com/buzzfeedvideohttps://www.youtube.com/asishttps://www.youtube.com/buzzfeedmultiplayerhttps://www.youtube.com/buzzfeedviolethttps://www.youtube.com/perolikehttps://www.youtube.com/ladylikeSUBSCRIBE TO BUZZFEED NEWSLETTERS:https://www.buzzfeed.com/newslettersBuzzFeedVideoBuzzFeed’s flagship channel. Sometimes funny, sometimes serious, always shareable. New videos posted daily!To see behind-the-scenes & more, follow us on Instagram @buzzfeedvideo http://bit.ly/2JRRkKULove BuzzFeed? Get the merch! BUY NOW: https://goo.gl/gQKF8mMUSICBehaving Badly_FullLicensed via Warner Chappell Production Music Inc.Gypsy Summer_FullLicensed via Warner Chappell Production Music Inc.Tango Mango_FullLicensed via Warner Chappell Production Music Inc.Cafe Rouge_FullLicensed via Warner Chappell Production Music Inc.House Of Curiosity_FullLicensed via Warner Chappell Production Music Inc.Nuevo TangoLicensed via Warner Chappell Production Music Inc.A Joint Venture_fullmixLicensed via Warner Chappell Production Music Inc.CE Gipsy Race_fullmixLicensed via Warner Chappell Production Music Inc.Shifty By Design_UndrscrLicensed via Warner Chappell Production Music Inc.Last TrainLicensed via Warner Chappell Production Music Inc.Mind Your BusinessLicensed via Warner Chappell Production Music Inc.Rogue TraderLicensed via Warner Chappell Production Music Inc.Gypsy FireLicensed via Warner Chappell Production Music Inc.",recent_video
37JfdkaBkhI,2017-11-25T09:00:07.000Z,UCq1IJfYBQlBMwY1YYRH02-Q,[none],18800,36,7,1,https://i.ytimg.com/vi/37JfdkaBkhI/default.jpg,FALSE,FALSE,"Кадры, не вошедшие в свадебный фильм. Фантазии свадебного фотографа.",recent_video
Vwr43LzLadk,2017-07-22T14:19:27.000Z,UCq1IJfYBQlBMwY1YYRH02-Q,[none],13008,3,4,0,https://i.ytimg.com/vi/Vwr43LzLadk/default.jpg,FALSE,FALSE,,recent_video
De8IToNyaFY,2019-04-06T10:29:12.000Z,UCq1IJfYBQlBMwY1YYRH02-Q,[none],9060,49,7,0,https://i.ytimg.com/vi/De8IToNyaFY/default.jpg,FALSE,FALSE,,recent_video
toVtfUKpcNU,2017-09-30T16:04:01.000Z,UCq1IJfYBQlBMwY1YYRH02-Q,[none],162977,55,40,2,https://i.ytimg.com/vi/toVtfUKpcNU/default.jpg,FALSE,FALSE,,recent_video
LQ7Nab6_yEs,2019-06-12T09:35:18.000Z,UCcartHVtvAUzfajflyeT_Gg,вагончик мороженого|машина мороженого|дети в фургончике мороженого|папа и дети в машине с мороженным,8311986,36969,12470,0,https://i.ytimg.com/vi/LQ7Nab6_yEs/default.jpg,TRUE,FALSE,Дети увидели у себя во дворе машину с мороженым которую папа приобрел для работы. Макс и Катя решили посмотреть что внутри вагончика с мороженным. Папа заметил детей в фургончике со сладостями и решил детей угостить мороженному,recent_video
7TKjkSfp9zU,2018-08-04T15:21:17.000Z,UC2j9n-qOfRGdlxS0EcAZVdw,[none],51430,637,99,47,https://i.ytimg.com/vi/7TKjkSfp9zU/default.jpg,FALSE,FALSE,Bài hát thuộc quyền sở hữu Âm nhạc & giải tríFacebook Gemma : https://www.facebook.com/ngocdiep99999,recent_video
pIq63UjAYuI,2019-03-17T04:00:05.000Z,UCcartHVtvAUzfajflyeT_Gg,[none],1594628,5835,1793,0,https://i.ytimg.com/vi/pIq63UjAYuI/default.jpg,TRUE,FALSE,,recent_video
r2lS7d0fFQw,2019-07-08T21:00:04.000Z,UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeed|BuzzFeed Video|Tattoo Artist Vs. Painter: Body Paint Challenge|Tattoo|Artist|Paint|Body Paint|Challenge|Body Art|design|painter|buzzfeedvideo|art|body painting|painting|trending|body paint makeup|bodypainting|bodypaint|bodyart|make up,841372,28912,376,993,https://i.ytimg.com/vi/r2lS7d0fFQw/default.jpg,FALSE,FALSE,"Who will make a more magical masterpiece?Credits: https://www.buzzfeed.com/bfmp/videos/84612Check out more awesome videos at BuzzFeedVideo!https://bit.ly/YTbuzzfeedvideoGET MORE BUZZFEED:https://www.buzzfeed.comhttps://www.buzzfeed.com/videoshttps://www.youtube.com/buzzfeedvideohttps://www.youtube.com/asishttps://www.youtube.com/buzzfeedmultiplayerhttps://www.youtube.com/buzzfeedviolethttps://www.youtube.com/perolikehttps://www.youtube.com/ladylikeSUBSCRIBE TO BUZZFEED NEWSLETTERS:https://www.buzzfeed.com/newslettersBuzzFeedVideoBuzzFeed’s flagship channel. Sometimes funny, sometimes serious, always shareable. New videos posted daily!To see behind-the-scenes & more, follow us on Instagram @buzzfeedvideo http://bit.ly/2JRRkKULove BuzzFeed? Get the merch! BUY NOW: https://goo.gl/gQKF8mMUSICLicensed via Audio NetworkVIDEOmulticolored backdrop background ink color splash rainbowKyrylo Dubina/Getty ImagesEXTERNAL CREDITSCedee@cedeenicoleart+Denise@denise_tpinto",recent_video
1TPFTN_UibA,2017-12-16T03:28:15.000Z,UC2j9n-qOfRGdlxS0EcAZVdw,[none],89910193,231946,69080,5560,https://i.ytimg.com/vi/1TPFTN_UibA/default.jpg,FALSE,FALSE,,recent_video
Anr2VNwh7PU,2019-06-04T04:30:00.000Z,UCcartHVtvAUzfajflyeT_Gg,игрушки|toys,7976801,32576,11479,0,https://i.ytimg.com/vi/Anr2VNwh7PU/default.jpg,TRUE,FALSE,Катя выходит замуж. Папа собирает дочку на свадьбу. Катя и Инна не могут поделить свадебное платье и фату. Жених убегает от невест,recent_video
_7NCrAeT5q0,2019-07-09T21:30:52.000Z,UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeed|BuzzFeedVideo|Cheap vs. Expensive: Burgers|Burgers|Burger|Cheap vs Expensive|Cheap|Expensive|Food|Hungry|Foodie|Dinner|Money|Try|cheap vs. expensive|buzzfeed video|taste test|cooking|burger taste test|experience|cheeseburger|$ vs $$$|food challenge,473988,9697,560,659,https://i.ytimg.com/vi/_7NCrAeT5q0/default.jpg,FALSE,FALSE,"Burgers Are God's Perfect FoodCredits: https://www.buzzfeed.com/bfmp/videos/84520Check out more awesome videos at BuzzFeedVideo!https://bit.ly/YTbuzzfeedvideoGET MORE BUZZFEED:https://www.buzzfeed.comhttps://www.buzzfeed.com/videoshttps://www.youtube.com/buzzfeedvideohttps://www.youtube.com/asishttps://www.youtube.com/buzzfeedmultiplayerhttps://www.youtube.com/buzzfeedviolethttps://www.youtube.com/perolikehttps://www.youtube.com/ladylikeSUBSCRIBE TO BUZZFEED NEWSLETTERS:https://www.buzzfeed.com/newslettersBuzzFeedVideoBuzzFeed’s flagship channel. Sometimes funny, sometimes serious, always shareable. New videos posted daily!To see behind-the-scenes & more, follow us on Instagram @buzzfeedvideo http://bit.ly/2JRRkKULove BuzzFeed? Get the merch! BUY NOW: https://goo.gl/gQKF8mMUSICLicensed via Audio NetworkSTILLSClose-up of home made burgersKesu01/Getty ImagesVIDEODelicious fillet meat on the barbeque grillTaigashots/Getty Images",recent_video
KxuxwaVbflA,2019-05-19T04:45:01.000Z,UCcartHVtvAUzfajflyeT_Gg,Miss katy|toys|animal mascot,1359345,5907,2199,0,https://i.ytimg.com/vi/KxuxwaVbflA/default.jpg,TRUE,FALSE,Instagram @katymisskaty,recent_video
weXX1XuRvdo,2019-07-13T15:00:08.000Z,UCpko_-a4wgz2u_DgDgd9fqA,buzzfeed|buzzfeedvideo|buzzfeed video|wine mom|I Tried Being An Instagram Mom For A Week|mom in progress|world's okayest mom|hannah williams|buzzfeed hannah|parenting|family vlog|buzzfeed wine mom|motherhood|millennial mom|young moms|parenting advice|parenting tips|millennial moms|parenthood|PL5vtqDuUM1Dnqiaj8uHrtqx_XXw_x1w9Z|mommy blog|young mom|mom|family,911707,29691,372,1253,https://i.ytimg.com/vi/weXX1XuRvdo/default.jpg,FALSE,FALSE,"Hannah tries to post a week’s worth of perfect Instagram photos. Will Jackson and Wyatt cooperate?Follow Hannah on Instagram at http://www.instagram.com/hannahlilywilliamsMom In Progress has merch! Check it out here: https://bzfd.it/shopmominprogressShop our UK (https://bzfd.it/shopUKmominprogress) and Germany (https://bzfd.it/shopDEmominprogress) merch stores too! Credits: https://www.buzzfeed.com/bfmp/videos/83347Check out more awesome videos at BuzzFeedVideo!https://bit.ly/YTbuzzfeedvideoGET MORE BUZZFEED:https://www.buzzfeed.comhttps://www.buzzfeed.com/videoshttps://www.youtube.com/buzzfeedvideohttps://www.youtube.com/asishttps://www.youtube.com/buzzfeedmultiplayerhttps://www.youtube.com/buzzfeedviolethttps://www.youtube.com/perolikehttps://www.youtube.com/ladylikeSUBSCRIBE TO BUZZFEED NEWSLETTERS:https://www.buzzfeed.com/newslettersBuzzFeedVideoBuzzFeed’s flagship channel. Sometimes funny, sometimes serious, always shareable. New videos posted daily!To see behind-the-scenes & more, follow us on Instagram @buzzfeedvideo http://bit.ly/2JRRkKULove BuzzFeed? Get the merch! BUY NOW: https://goo.gl/gQKF8mMUSICSFX Provided By AudioBlocks(https://www.audioblocks.com)Cool Cat Swing Walk_Full_Looped.aifLicensed via Warner Chappell Production Music Inc.Shorty.aifLicensed via Warner Chappell Production Music Inc.Hee Hee Ho Ho_NoVoxBrsWinds.aifLicensed via Warner Chappell Production Music Inc.Schwingin'_FullMixLicensed via Warner Chappell Production Music Inc.I Can NoVoxPrcChm.aifLicensed via Warner Chappell Production Music Inc.Creme Brulee_Undrscr.aifLicensed via Warner Chappell Production Music Inc.Funny Bavaria_fullmix.aifLicensed via Warner Chappell Production Music Inc.Ten Finger Boogie.aifLicensed via Warner Chappell Production Music Inc.Wicked Town_Narr.aifLicensed via Warner Chappell Production Music Inc.Unspoken Mcm_Reduced.aifLicensed via Warner Chappell Production Music Inc.Sunshine Sensibility_NoVox.aifLicensed via Warner Chappell Production Music Inc.STILLS/BuzzMojiSchool lunch box for kids. Child's hands. Flat layPovareshka/Getty ImagesHappy mother and kid looking at camera recording videoblog, portraitfizkes/Getty ImagesSmiling young mum talking with little daughterfizkes/Getty ImagesHaving the best time with mombernardbodo/Getty Imageshappy mother's day! baby son gives flowersfor  mother on holidayevgenyatamanenko/Getty ImagesAsian mother helping her son wears blue helmet on enjoying time together in the parkanurakpong/Getty ImagesMother and daughter dancing together in living roomfizkes/Getty Images",recent_video
etRu8ndzJpk,2017-05-18T16:27:07.000Z,UCq1IJfYBQlBMwY1YYRH02-Q,Драка|Кошки|Cats|fight,582,1,2,2,https://i.ytimg.com/vi/etRu8ndzJpk/default.jpg,FALSE,FALSE,,recent_video
4NNsIsrlVX8,2019-07-16T15:00:00.000Z,UCpko_-a4wgz2u_DgDgd9fqA,haircut|letting the person in front of me decide|letting the person in front of me decide my haircut|buzzcut|eric tabach|buzzfeed eric|buzzfeedvideo|dare|challenge|barber|barbershop|buzzfeed|buzzfeed video|hair|we try|style|people try|comedy|hairstyle|transformation|try|beauty|new york|short hair|curls|react|easy hairstyles|long hair|hair cut|funny|hairstyles|curly,1020813,26762,656,2467,https://i.ytimg.com/vi/4NNsIsrlVX8/default.jpg,FALSE,FALSE,"Eric Tabach saw a bunch of YouTubers were letting the person in front of them decide what they ate, so he's going to pick his haircut the same way.Credits: https://www.buzzfeed.com/bfmp/videos/87431Check out more awesome videos at BuzzFeedVideo!https://bit.ly/YTbuzzfeedvideoGET MORE BUZZFEED:https://www.buzzfeed.comhttps://www.buzzfeed.com/videoshttps://www.youtube.com/buzzfeedvideohttps://www.youtube.com/asishttps://www.youtube.com/buzzfeedmultiplayerhttps://www.youtube.com/buzzfeedviolethttps://www.youtube.com/perolikehttps://www.youtube.com/ladylikeSUBSCRIBE TO BUZZFEED NEWSLETTERS:https://www.buzzfeed.com/newslettersBuzzFeedVideoBuzzFeed’s flagship channel. Sometimes funny, sometimes serious, always shareable. New videos posted daily!To see behind-the-scenes & more, follow us on Instagram @buzzfeedvideo http://bit.ly/2JRRkKULove BuzzFeed? Get the merch! BUY NOW: https://goo.gl/gQKF8mMUSICLicensed via Audio NetworkSFX Provided By AudioBlocks(https://www.audioblocks.com)STILLSDark Blue Blackboardanilakkus/Getty ImagesArrow IconsAnkudi/Getty ImagesEXTERNAL CREDITSSteviehttps://www.instagram.com/stevieshears/",recent_video
LGamx4ataz4,2019-03-25T19:09:28.000Z,UC2j9n-qOfRGdlxS0EcAZVdw,[none],11417,78,39,6,https://i.ytimg.com/vi/LGamx4ataz4/default.jpg,FALSE,FALSE,"Cover piano, hát chay.L.  O.  V.  E_________#Gemma: https://www.facebook.com/ngocdiep99999_________#Duy (Cover) https://www.facebook.com/profile.php?id=100018111224387",recent_video
LHZlbMcME60,2019-07-12T21:00:02.000Z,UCpko_-a4wgz2u_DgDgd9fqA,buzzfeed|buzzfeedvideo|joyce|auri|my journey to zero waste|buzzfeed my journey to zero waste|how to have a zero waste party|how to have a sustainable party|eco friendly series|bulk shopping|environment|party|trash|PL5vtqDuUM1DkvGkjfz2pQm1gldgzf-VpJ|my zero waste journey|I Tried To Make Zero Trash At My Birthday Party|zero waste|buzzfeed video|sustainability|zero waste lifestyle|eco friendly|sustainable|going zero waste|sustainable living|reduce waste,501752,20942,406,1214,https://i.ytimg.com/vi/LHZlbMcME60/default.jpg,FALSE,FALSE,"Because we're zero-waste hotties this summer. Credits: https://www.buzzfeed.com/bfmp/videos/85298Check out more awesome videos at BuzzFeedVideo!https://bit.ly/YTbuzzfeedvideoGET MORE BUZZFEED:https://www.buzzfeed.comhttps://www.buzzfeed.com/videoshttps://www.youtube.com/buzzfeedvideohttps://www.youtube.com/asishttps://www.youtube.com/buzzfeedmultiplayerhttps://www.youtube.com/buzzfeedviolethttps://www.youtube.com/perolikehttps://www.youtube.com/ladylikeSUBSCRIBE TO BUZZFEED NEWSLETTERS:https://www.buzzfeed.com/newslettersBuzzFeedVideoBuzzFeed’s flagship channel. Sometimes funny, sometimes serious, always shareable. New videos posted daily!To see behind-the-scenes & more, follow us on Instagram @buzzfeedvideo http://bit.ly/2JRRkKULove BuzzFeed? Get the merch! BUY NOW: https://goo.gl/gQKF8mMUSICLicensed via Audio NetworkBebe Bebe_MainMix.aifLicensed via Warner Chappell Production Music Inc. Sweet Cheeks_MainMix.aifLicensed via Warner Chappell Production Music Inc.Beautiful Eyes.aifLicensed via Warner Chappell Production Music Inc.2330hrs Clubbing_MainMix.aifLicensed via Warner Chappell Production Music Inc.STILLSRed Plastic Disposable Cups with Clipping PathGeorgePeters/Getty Images",recent_video
5WuJMzl3dbc,2019-07-14T11:30:31.000Z,UCcartHVtvAUzfajflyeT_Gg,Nursery Rhymes|Max and Katy|pretend play,418584,3156,1068,0,https://i.ytimg.com/vi/5WuJMzl3dbc/default.jpg,TRUE,FALSE,,recent_video
lIn_pIFAVF0,2019-02-19T09:19:02.000Z,UCcartHVtvAUzfajflyeT_Gg,[none],1354492,8567,1623,0,https://i.ytimg.com/vi/lIn_pIFAVF0/default.jpg,TRUE,FALSE,,recent_video
